tweet,sarcastic
tiktok ' s full name equal tictactoetok,1
Hearing Kendrick Perkins refer to Alec Burks as Alecs Burk alike he ’ s attorneys general & gt; & gt; & gt; & gt;,1
"Watched 127 hours. .. Kinda reminded me of this one sentence I got a bad sliver. Writing a book about it now, hit me up for an autographed copy",1
i hate those people who follow people just so that they’ll follow back and then unfollow them afterwards... how childish are you this is not 6th grade,0
update my gran called me an emo and walked out,0
I would do so much for hoi polloi that would do absolutely nothing for me lol at least 1 know who my true friends are 😀,1
"At the point in my life where my body keeps developing new allergies. My metabolism has slowed, hangovers are no joke anymore, and now I can't eat several of my favorite fruits. Screw wrinkles, this is the reason why people are afraid of getting old",0
"Can we appreciate how amazing vaccines are? We've got covid cases declining despite nightclubs being open!
If we vaccinate school kids, we might even avoid a spike once the schools reopen.",0
It’s Wednesday I’m in love,0
every dentist office plays Africa by Toto on those overhead speakers while they scrape ur teeth. it’s written into the matrix code.,0
@fishy_lo @OfficialPLT_CS @OfficialPLT Why type of  lube did you order?  I may have extra in my detached garage,0
I have a go at it when I learn about stuff Ace ' ve apparently done and said from people 😂,1
also if u met dream on hypixel. . congrats! im not jealous at all haha im totally normal haha Goodness For You. . haha,1
i’m so so in love my heart might burst,0
"Somebody ran up to me today to tell me they like my tattoos, which is adorable but like, how do people find these levels of confidence?!",0
"Surely if all Opticians boycotted contact lens manufacturers until they stopped supplying dodgy online stores, we'd end up with fewer parasitic sites that don't require a fit, aftercares or even a valid eye test.",0
"Final: Red Sox lose to the Rays, 8-1. 

Less than 24 hours after scoring 20 runs — the Sox finish with just one run off of two hits.",0
Thank god I just accidentally snapped a rando guy from high schooling ‘ yas queen ’ with acne cream all over my face,1
"one time i lost a tooth in a bowl of lucky charms and then thought it was a marshmellow, bit into it, and cracked another tooth",0
"@JohnJBrea @lad_lew @Ladyblueclr @realDonaldTrump It's probably something closer to Xenophobia. Which is someone hating someone else just because they're foreign. I mean, you are an English teacher, aren't you? Figured you might know that.",0
Not only did I have to take care of covid patients last night but my charge nurse told pine tree state the covid scrubs make me look “ unwantable ”! Great!,1
@ ray_harren @ tkinsonn buy really rare pokemon card,1
"@ kagune_kun despicable tweet, my liege",1
omg my ships are gonna love what taylor swift has done for them,1
too many dudes be wearing birks with socks on. grow up. get the fucking toes out man.,1
“ I don ’ t really like partying ” Ohio is that why you ’ ve gone to parties twice in the last week? Because you just can ’ t stand it? Make complete sense.,1
"if you see me call out in the self - service railway car wash in my rosati ’ s uniform, no you didn ’ t ❤ ️",1
"Non got one lynx Africa for Christmas Day this year, ball over and outraged. # RuinedChristmas",1
imagine being able to sleep haha put up ’ t relate,1
Please send allllll the good vibes. The decision on the house we put an offer on is happening tomorrow. Please universe. You’ve shit on me a lot this month and it’s only the 9th 😩 https://t.co/cy8TKjMdkF,0
Got my 1st shot. Feeling pretty good. Kinda feel like buying some Microsoft products. The shot didn ' t really hurt. But what will hurt is if I don ' t take advantage of the Microsoft office deal go on right now for a limited time,1
I picked side by side year ' s musical already. .. Electro City. Obvious choice.,1
Boys with mullets deserve everything and more,0
i turn 18 today &amp; im not even gonna be surprised if my parents tell me I’m adopted bc my genetics would a lot more sense,0
"If im your last resort, dont even bother..",0
@MartinSLewis @GMB We share a birthday Martin!Happy birthday fellow Taurean - hope your day has been good so far 😊,0
Elaine Quijano exhibits roughly the same amount of control over this debate as two rabbits do on their first date.,1
"hey twitter, how do you twitter now a days.",0
Ikea Vegan Hog Dog ..,0
@AgainstArms @ACCLiverpool Yes NEU! 👏👏👏,0
"this is the first time in 6 years i haven’t had to move, i am so relieved",0
"“ tit for tat, butter for fat, you kill my dog, i eat your cat ” is a liberian proverb for “ an eye for an eye ”. my ancestors were spittin ’",1
crying in the krispy kreme parking lot cause the girl in the drive thru gave me an extra doughnut and told me to have a beautiful day,0
best feeling: freshly shaved legs under your fuzzy blanket,0
who ask an alarm when u can have the low rumbling vox of a stranger to wake u up in the morning 🥰,1
That rest stop was so stressful I forgot to pee 😩,0
so many people press that italy won sorry eurovision belongs to the bisexuals now x # Eurovision,1
"Well, I had hoped the election would be called in time for my quarter-century birthday two days ago, but I’ll accept this belated present from my fellow Americans. #BidenHarris2020 #election",0
I love the sims but all I do is make gay vampires,0
"#EconTwitter I'm working with bizreg data and there's a noticeable spike in Indiana in 2015, anyone have a sense as to what's going on? @JorgeGuzmanCBS? https://t.co/q01tmw9PLg",0
Ain ’ t never really had a daddy so 1 ’ ll never really need one 🤷 🏾 ‍ ♀ ️,1
AS SHE SHOULD https://t.co/v1p2hHIC1i,0
@ASvechnicock @GoldenKnights ppl really don't know what a joke is lmao,0
A 3rd dose is coming in the middle of flu season and I’m really not ready 😭,0
took the long way home so i could drive in the rain and listen to music. the vibes were immaculate ✨✨✨,0
Happy Birthday to Chris Lowe of Pet Shop Boys. Your music is the backbone of my existence. #chrislowe #happybirthdaychrislowe #petshopboys https://t.co/pqYRY6HfdB,0
I do love it when my mummy makes maine spend my savings on beer 😒,1
I worked hard to get to where I am in life so it offends me when someone tries to knock my hustle when they don’t know shit about what I got going !,0
"i really do genuinely wish him a good and fast recovery. he used to bring me a lot of comfort. he’s young and said he’s getting good care, but it’s so traumatic and awful i really hope he’s doing alright.",0
Wow. .. the universe gave me the job of a potty training a whole human? the audaciousness.,1
because my neighbours are just so unbelievably loud as of recent I’m whacking out my speaker and blasting Harry Styles. modern problems require modern solutions,0
wait what the screwing that solo yolo is mad?,1
idk who needs to hear this but i'm proud of u,0
so pumped to see @MalBlum tonight ⚡️,0
You know what works better than therapy? Watching Mamma Mia,0
haven ’ t written in month cuz there are no male teachers to impress 😣,1
Wow how do y’all watch basketball just a bunch of dudes running around and bouncing a ball what a snore fest,0
"Every day for the past three days, I've pulled up a taco bell doordash order, and filled up my cart, and closed the window to not follow through with it.",0
haven ’ t written in months cuz there are no male instructor to impress 😣,1
"I forgive, but never forget
I don't hold grudges, I just move on
I suggest that you do the same.",0
"The nice thing about being back in school is the sense of stability, the bad part is that it’s being stable in misery.",0
"Iodin hurt my foot like 3 days ago, I have no idea how, but it hurts to put pressure on it. Love that for me",1
@ sdeditgirl You should know a true Oregonian doesn ' thyroxine use umbrellas!,1
@FOX9 @Aimee_Garcia @tomellis17 @netflix when is season 5 of Lucifer coming?? After corona is gone??,0
When you parliamentary procedure books from the bookstore a week in advance and then you wait three weeks for ONE book and when you in conclusion email them about it they reply and say they cancelled your order 😍 🥰,1
Getting very anxious waiting for #TheGrandTour,0
Cheers @ ASOS delivery lady for dropping my parcel off cover in coffee 😒 👌 🏼 https: / / t. co / UzY4gJS9DE,1
Anyone calling vaccine passports unworkable needs to explain how it's different to requiring ID to enter a nightclub.,0
the worst thing about coffee is that it looks so nice and then you drink it and it just isnt,0
Life make up about eating poulet finger and getting drunk,1
"cold ears? take out one AirPod, leave information technology by the stove, and bury about it for 20 minutes 🤗",1
"checked ring footage last eve. shoutout to unknown neighbor who, despite being very pregnant and walking around icy sidewalks, drove to my house and delivered three of my UPS packages wrongly delivered to her. Not that she knew, but it was over $100 worth of stuff! 🙏🏻",0
I really wanted something sweet for breakfast and all I have is dark chocolate so that’s what I’m having!,0
"No fucking way Trump said ""If only we had Robert E Lee to command our troops in Afghanistan.""

BRO HE WAS LITERALLY ON THE LOSING SIDE",0
Today my pop - pop told me I was not “ force ” to go to college 🙃 okay sure sureeee,1
thinkin abt coochie,0
yesterday 4 dinner I just had rice w/ sriracha sauce on it and it was arguably the best meal I've had in a while,0
Iodin still can ’ t believe England won the World Loving cup,1
I have intercourse it when professors draw a big question mark next to my answer on an exam because I ’ m always like yeah I don ’ t either ¯ \ _ (ツ) _ / ¯,1
"don ' t cry because it happened, smile because information technology ' s over & lt; 3",1
Social Care for the untried is basically a bath board and bed rest and your done.,1
"No joke, air - fried Twisted Teas are THE topper.",1
"@ GeoffreyBrock6 @ RevRichardColes Do you really believe that? I ' cholecalciferol put more faith in the giant pumpkin. Wait a second, he is the giant pumpkin!",1
"Listen, while @MarieKondo’s folding method saves a lot of space (and it does), it doesn’t save a lot of time. If you have multiple shirts of the same color, you have to unfold each of them to see what’s on the front.",0
"Incredible scenes in Nottingham, as it begins to rain for the first time this hour.",1
how old were u when u found out omaha steaks wasn't a restaurant,0
I hope the woman I saw driving a motorcycle wearing a semi-formal dress and cheetah print stilettos has a nice day,0
Sometimes I'll wake up earlier than usual so that I can have even more time to lay there doing nothing until I'm late for work.,0
"Don ’ t hold open up with the John paul jones, the Joneses are broke!",1
"Research-based tips for helping your workforce recover, reconnect and re-engage https://t.co/h5wmbXlHE8",0
"Ah yes, it really is wood - burning stoves in sub - Saharan Africa thats driving the climate crisis 🧠 https: / / t. co / lShlgWYGOX",1
"Can ’ t wait to get home take a big ass antihistamine and roll in some topical steroids. Damn information technology, skin! What did I ever do to you? !?!",1
Being able to open all of the windows today because it’s warm makes me so 🥺🥺🥺,0
What a fantastic game. Well done to Prime for allowing C4 to show it too - you've got to see it to be it.,0
Keanu reeve is bolt down his role in ozark season 3,1
Our mate @bikeitben1 has just broken the 48-hour distance mountain bike world record. HERO. SUPERHERO. ❤️ http://t.co/ryrVxbuUmV,0
💫 jsc bonding nights 💫 🥰 🥳,1
@StarbucksUK is it acceptable for students to study in your stores? what are the general rules? thank you!,0
@TSM_Leffen I mean Japan was the favorite https://t.co/0H6FXmjzF5,0
Andrews really try out to explain to me that football and rupauls drag race aren ’ t the same matter when it in fact is the same thing.,1
happy one year vegetarian to me ❤️🌱,0
The usps stamp catalog is incredible,0
You know the one thing I really wish I could see? I want a Piers Morgan esque interview with # LilleeJean where she ' s forced to excuse her shitty behaviour and see if she storms off or comes up with some BS to make her look cute and innocent. It ' d be a fun sentry.,1
virgos be leos in a vest,1
"Howler. Liam Neeson is coming across as a rational man, isn ' t he! !?",1
two minutes into the book and I already hate the main character. Lovely,1
You ’ re all sickos for being mean to Trump so much for the tolerant left 🙄 anyways St. george Floyd had it coming,1
"One of these days I want Scar to say something absolutely weird, like his brand of weird, and whoever he’s having a conversation with to just go “what the fuck Scar?” in absolute baffling confusion",0
Only want someone who loves dancing just as much as I do,0
Whoop diddy scoop the skinny,1
Why am I not far famed yet cos I ’ m really fucking hilarious,1
"if you see pine tree state crying in the self - service car wash in my rosati ’ s uniform, no you didn ’ t ❤ ️",1
@ kashirenaii i would ne'er go to half dozen flags with u,1
please vote,0
"The rate at which I go between thinking: ‘it’s fine, I’ve still got 3 weeks to write my dissertation’ and ‘shit I’ve only got three weeks to write my dissertation’ is causing some serious procrastination whiplash.",0
Even if you're fully vaccinated the CDC recommends still being nice to me. I am fragile,0
apparently information technology ’ s national siblings day? idgaf 💀,1
"just took my little sister’s fake prom pictures at the same place i took mine while one of her friends wore my old dress i am feeling very sentimental:,)",0
do i like him or is his haircloth barely curly??,1
How do I stop thinking literally everything is corny ??,0
i kinda wanna make a teacher instagram 😅,0
"After 22 hours of travelling, it’s so nice to be home🥰",0
folklore is not a happy album are you all stupid,0
can ' t wait til a bunch of pudgy suburban dads save the twenty four hour period with their firearms,1
i really hate goodreads notification system IF I DECLINE A FRIEND REQUEST TAKE IT OUT MY NOTIFS 😭,0
@ Mike_Fabricant This get on well,1
@jbrylinsabres15 @JoeCaramagna @FriedgeHNIC @NWHL @EASPORTSNHL variety is good. If I can be a 15 year old Canadian farmer who happened to make the WHL why can’t I be a top level women’s player,0
@RachaelSmarty Honestly cannot wait to give this a go! X,0
I never sense more empowered than when I ’ m listening to ‘ this is me ’ from camp rock,1
Bernie Sanders is the greatest president America will never have.,0
thinking of getting a tattoo that says “enough” both affirming that I am enough while also suggesting I’ve had enough,0
recently started highlighting,0
how has jennifer garner literally not aged #yesday,0
If something says “made with coconut oil” i will absolutely spend $1-5 more on it.,0
"Yes, I am taking royalties for the phrase “Thiccle Mistress, which I definitely just made up - thanks for asking",0
@suzysophia_ SO PROUD OF YOU,0
I love when you go to shop for plus size clothing and it ' s always just shoved under women ' s and it doesn ' thymine have any subcategories so u just have to wade thru everything like a pig being thrown slop,1
i went outside today and suddenly my depression is cured,1
"The Drake and Josh theme song, “I Found a Way”, is the best Nickelodeon TV theme song and that is a fact",0
First proper Coffee in 4 months.,0
All I've done this summer is binge watch The Office and Friends 🙃🙃,0
Gosh sunderland twitter be a fun place to be tonight isn ' mt it. One game. One game! !!,1
Why is this 30 yr old man trying to toy w / me at this wedding and peach about getting away with dating younger girls. Sir I will call the authorities,1
When your mother in law comes in the room when your in the middle of a Carole baskin shout out on stream 😂 now I have to explain why I had a helmet ⛑ on 😂 #streamstories #twitchstreamer,0
@JessicaChung13 4) never take a first hour class,0
"If the sound of the rain outside wasn ’ t bad enough I ’ ve now got my neighbours mount onto their roof and shouting ‘ I love blowjobs ’, perfect background noise for me trying to study 👍 🏻",1
happy international lesbian day i love loving women 😍,0
Sunset over the Appalachian mountains. https://t.co/hg5EVkOLhY,0
i was the type of kid who would just collect and sit on millions of coins or currency in video games because not having that stability made me incredibly anxious and my roommate said i should start seeing my therapist again,0
"#SpaceX is incredible. For all the problems in the world, the pursuit of discovery and doing things that have never been done before warms my heart! 🚀",0
I’ve just spent 6 hours watching minecraft streamers instead of doing my homework I have no regrets,0
Thanks @ myhermes for losing my parcel but giving me someone else ' s. Atomic number 53 ' m nice enough to go give it to them though. Please DM me back soon 😐,1
"to me
.....
to me
.....
to me
.....
to me
.....
awwww :(",0
Tetris will never leave me,0
How about Trump taking credit for freeing Alice Johnson when we all know it was @KimKardashian that facilitated that. #kkw2022,0
"I haven’t worked since March 18th, tomorrow I start my new job!! I am so excited 🤩🤩🤩🤩",0
Just spent so much money at Barnes and noble. No one talk to me. I’ll be busy for awhile,0
Got complimented on my skills in da kitchen today by both my managers and the head chef lfg 😎,0
"Just because I mostly write female characters does not mean my writing is autobiographical. That’s so tired. It’s entirely fiction. Unless the character is saying something funny or cool, then it’s straight from my lived experience.",0
Kids make the most out of every situation they face. Be like a child today and make the most out of it. You’ll smile more #TuesdayThoughts #followthewheeler https://t.co/oxine4zIDK,0
"back in the office. Everybody asks me, ""Happy to be back?"" I chuckle and reply, ""No. I'd much rather be surrounded by tourists than idiots.""",0
Ok its my birthday I need chinese food,0
Pironkova: it’s just a game. Serena: I am the game,0
Lol at my spirit: ),1
"New levels of desperation: sleep is now truly insignificant to me. In fact, it ’ s a downright annoyance.",1
"I'm walking for Citizens Advice in NW Kent. Please help if you can x
2019 London Legal Walk https://t.co/b90ZFwS0Lf",0
Can ’ t wait to be back at uni so I can order more shoes and apparel without my mum telling me forth x,1
@ raerenyse Easily one of the worst and most damaging read for both trans AND cis women I have seen thus far. Congrats on reaching new levels of awed lmao,1
rhapsody in blue x george gershwin is such a beautiful song ahhhhhhhh,0
Had my hair cut 😀,0
Tried the first hour or so of Tales of Arise and it's already showing good signs. Only major issue I have is the lack of the local co-op I've come to expect from Tales.,0
J&amp;J update: arms and back have been sore/aching all day and went through some pretty intense fever chills last night. Would do again 100x over in a heartbeat.,0
Wow it ’ s almost like we don ’ t nap every single day at the exact same time wow how dare I try to do the thing we do every single day!,1
"After being mom shamed because my two and a half year old wasn't going on the potty, she indicated it was her time. She has 100% record, goes without being prompted, and pulls up and down her own panties. Don't let anyone make you feel less.",0
the Bob Ross documentary broke my heart i am so angry,0
"[at Burger King]

French proletariat: we'll have the king

Burger: :)

King: :(",0
I couldn’t have imagined how much fun I would have with people I’ve met through streaming. I’m so thankful to live in this timeline even if it is relatively garbage.,0
JUSTICE ha BEEN DONE.,1
The world according to Jeff Goldblum is such a gift,0
i just have one question: why vote for donald trump why even THINK about voting for him ???,0
I registered for the KESHA Presale to get tickets early! You should too. Register here: https://t.co/dm2dJjMEyE,0
"@ heathoween @ tylerrjoseph Yes, because we need literally every single fucking celebrity to speak up on a topic that ' s been forced down everyone ' s throats for the past four months. I use the internet to get away from these fucking substantial life problems; not everyone needs to weigh in.",1
"@lordmelbury2 Red Light Indicates Doors Are Secured (Arctic Monkeys), which could also be included in a separate question of songs that include the title only once in the lyrics",0
i think everyone should get an air fryer❤️ good vibes only,0
i hope @NICKIMINAJ is having a great day,0
i was so bored today that i let my computer restart to install updates 🥴,0
Owwwww stressful day.,0
We get it ESPN. Sawx and Yanks. Let ' sulphur go meteor.,1
i think it should be illegal for the people stopped at the light outside my window to have bad music taste,0
someone on the street asked me for the time and I just straight up lied for no reason,0
APPLE CIDER IS BACK AT DUNKS BABY,0
i want to go back to last year when i properly discovered kpop and it was so fun and exciting💔,0
That second vaccine dose is no joke is it 😵 been absolutely floored since Saturday,0
So relieved my daughters school has closed next week. I was so torn on what to do,0
@Jamie0Sharp Always ❤️,0
"Yeah, Lydia! Making Alaska proud 🇺🇸🏊‍♀️ https://t.co/V0YJDwKrt9",0
"Even though my mom has to work a 12 hr shift today, I'm thankful she's happy with what she does and that she is doing what she needs to do in order to care for her children. She is the strongest and most important woman in my life. Without her, I am nothing.",0
So do men really not understand the expenses of raising a child or is it willful ignorance to vilify the women in their lives? Or some kind of terrible combo?,0
constitute single during college must be really fun when ur nOT IN A GLOBAL PANDEMIC,1
"I asked my husband to buy dog poo bags when he went out earlier and they ' d sold out. So instead of going to another shop, he bought bin bags. So now I still can ' t clean upwards after the dog but if I happen to buy a donkey and need to clean up after that, I ' m sorted.",1
"“Americans weren’t meant to be quarantined! Open up the states! Let us free!”
This. This is what brings into perspective the fact that 10,000 years of civilization is a fraction of a blink in evolutionary time. Ignorance is as tenacious as wisdom teeth.",0
Sleep? What ’ s that. .. I ’ ve never heard of it?,1
salsa verde appreciation tweet,0
"HOT TAKE: Can we stop romanticizing the grind? 

Yes there is value in hard work and determination. However, it is NOT HEALTHY to work yourself until you can hardly function as a human being.

There’s a big difference here.",0
eddie kendricks discography is crazy,0
@ DarrkIt @ iamspade_ ya need a carry hit me up im a octane main,1
"Oh yeah, FUCK Miyamoto for what he did to Paper Mario. Eat dicks, Shigeru.",0
grimes was the vibe for this evening,0
"Pissed off at @ TMobile_USA and just want out of my contract, but I ' m sure that would just be way too easy, ugh: (",1
How the heck am I supposed to show off my rad new tube socks when class is online now? DAMN YOU CORONA!,0
Tell u what it’s sooo nice to see things getting back to normal 🥺🥺,0
@ AvatarOdin @ aubviouslynot speech sound like the american dream ngl,1
"Well done to the guy who was charging down the stairs at Ealing Broadway and sent me fly, you made me war cry.",1
Friendly reminder you ’ re non vegan if you swallow seed,1
"@theWellRedMage Not generally; if a community really annoys me, it typically stems from the game already being pretty annoying",0
"When you're 7 years old, 'Biscuit' seems to be a legit answer to the question 'what do you want to do today?'

#Kids",0
"Any #beetwitter or #ecologytwitter scientists have suggestions for where to submit small protocol papers? Rejected multiple times, everyone expects a full research article but this was just a small (but worthwhile!) protein assay analysis protocol test... suggestions appreciated!",0
this week is going so slow 😩,0
my cat always sleeps on the very edge of the bed even when i invite him up for cuddles. he so polite 🥲,0
"Atomic number 53 heard it might be snow? ?? Sounds fake, but okay? ?? Can anyone verify? ?? ?? ?? ??",1
Strong people have no need to bully. Bullies are never strong. Shouting and losing your temper are not signs of strength.,0
"""Olympia sports is having a liquidation sale so we need to buy things now because they're all getting melted"" -Gavin",0
Applying for jobs is so weird and feels fake,0
"Just watched the Murray game and BBC commentary after. Isn't ""Andrew Castle"" cockney rhyming slang for something? Should be.",0
"@GriffinGullotti @BovadaOfficial I've withdrawn over 5 figures approaching 6 with no issue 

don't care g",0
how empty of me to be so full of you,0
I kinda dig @taylorswift13's new album.,0
$VISL $4.48 German market 🚀🚀🚀,0
A fun musical mashup is the country music playing at the gym with the one guy playing old Eminem on his phone at full volume in the locker room shower 🎶 🎶 🎶,1
"Thanks @ Tesco for not informing me that my click and collect order had been cancelled when my account says it ' s ready to collect my partner has had to travel unnecessarily to Stafford and we still don ' t have our shopping, good diet I guess having to wait for my twenty sixth delivery slot https: / / t. co / xq9oXEkw8o",1
can u believe shaz hung up on me to see if her mark tweet sent where's the justic e 😤,0
Not me seriously debating buying a singular can of monsta energy of amazon because I'm really craving one but I'd feel guilty if I went into Tesco just to buy one,0
meeting @jeremyzucker really was the best day of my life. what do i do now lol,0
ik the republicans r like tryna say they won but idk why they don ’ triiodothyronine just settle this double u an instagram poll??,1
it’s time to address the main problem of homelessness: it makes me uncomfortable to see it,0
If anyone wants to know how my nights going I tried making a private story on Snapchat and instead made a group old world chat. .. I hate my life,1
my professor has been fighting with his dog most of class lmao,0
My 11 year old is getting super interested in the history of Boston. He loves learning about the American Revolutionary War and we’ve been having some fun going to certain areas where there is so much history. Proud of my smart boy!,0
every time i send my mom pictures of me and one of my friends do fun things the 1st question she asks is if we ' re on a date what are you trying to tell me mother,1
"Ah yes, another afternoon with the WiFi down. .. really makes working from home that extra bit more enjoyable: )",1
Boss has ordered everyone to work from home for the foreseeable to avoid the spread of coronavirus - this is mental,0
@rolandsmartin @nypost Damn!  At my wedding we drank enough to make up for the no shows!  🤔,0
This is awkward. .. @ hollywills personify a Diet Coke embassador 🤯. # ThisMorning,1
"My tattoo got cancelled and I hooked up with my ex, how’s your week going?",0
When my girlfriend goes to work I’m not sure what to do tbh.,0
"i know starting up school again can be very stressful but pls remember to stay hydrated, don’t overwhelm yourself, and reach out for help if you need it (my dms are open!) :)",0
"@lolalatigresa @KensiWellington @EricTopol @SciImmunology @ragoninstitute Yeah, majority of colds are rhinoviruses (up to 80%). Then you also have adenoviruses, other enteroviruses, some influenza type viruses, etc, all outside of just coronaviruses. Side note: modified adenovirus vectors are used in some COVID vaccines (Astrozeneca, JnJ, etc)",0
no more than instagram. we must all return to scrapbooks.,1
whenever i see someone put in a bath bomb on their story i just think of that scene from the goblet of fire,0
It ' s soooo great that I ' ve taken pain medication and my backrest is still hurting 😩 😩 😩 😩 😩 😩,1
"Hit the perfect drunk sweet spot. Doing silly voices and saying stupid stuff to make each other laugh.

Pretty much when I'm at my happiest tbh.",0
Every time you plain about neopronouns operating theatre xenogenders we add five more,1
Bruh on god I don’t be aiming anything directly towards anyone if I do I’m say it to your face. Idgaf about myself tf makes anyone think igaf about them and they feelings if I don’t like them 🥴,0
@ KhoaVuUmn Commentator 2: this is a very weak paper that fails proof of concept. Stating a cat bed is also a wizard ' s hat is totally wrong and your data cannot accompaniment this,1
I knew this year would b stressful but i didn't know it would b THIS STRESSFUL i am about to BREAK and january isnt even over yet,0
Drumfish and bass is dangerous clobber don ' t you know. . # FabricReview 🙏 🏻 🙏 🏻 🙏 🏻,1
A fun musical mashup is the country music playing at the gym with the one guy playing old Eminem on his phone at full volume in the locker room shower 🎶 🎶 🎶,1
The Suicide Squad felt like a remake of the Watchmen movie where they actually kept the giant squid.,0
do you guys ever turn the music down to try and figure out what that smell is,0
@Schadenfury I know! Just pop the subtitles on. Sorted.,0
"i’m usually pretty good at guessing the ending of a crime series but #clickbaitnetflix had me changing my guess every episode. SO good, highly recc",0
Turnover is the best band to cry to / drive to / daydream to / fall asleep to / reminisce to / dice to,1
@ rickyberwick And you said Donald trump was racist 😑,1
@ DuncanEdwards03 @ PoliticsForAlI Well I doubt they ' re trying to smash the doors in to change the ordinance of cough medicine.,1
"It's hard not being able to have children and seeing everyone around you have opposite moments. But with that being said, props to all you good moms putting in work and doing the right thing. If my mom hadn't put in the work I would be in a whole different place. Cheers, mamas 💎",0
I got foretell ugly on Twitter by an uneducated teen who refuses to show his face: (I ’ m gonna cry myself to sleep 😭 I ’ m in bowel wrenching pain!,1
Omg thank u for pointing out that I apologize too much 🙏,1
"@CineBlah @Hep5G I think the episode really fails cos of that. Some of the comedy is great, the interactions between McKean and Scully are the best, but the episode had sinister intent and everybody missed it.",0
The Bruins announce that Chris Kelly has been named an Assistant Coach for the Boston Bruins; Adam McQuaid has been named Player Development Coordinator; and Ryan Mougenel has been named Head Coach of the Providence Bruins.,0
so in loveee🥵😍,0
“ Iodin don ’ t really like partying ” Oh is that why you ’ ve gone to parties twice in the last week? Because you just can ’ t stand it? Makes complete sense.,1
"Happy Halloween 1st everybody, I hope everyone’s first day of Halloween was great :)",0
ik the republicans r like tryna say they won but idk why they don ’ t barely settle this w an instagram poll??,1
If only people would care as much about poverty and social equality the style they do jumping up and down for Team Remain or Team Leave taking.,1
"@NicelySpunch @Ayjchan @NateSilver538 Also, invitations to academic conferences are pretty much never viewed as COIs. Neither is having once co-authored a paper with someone who worked at a different place who worked with someone else.",0
@LittleBigPlanet Thanks for the update. No need to rush take your time :),0
I’ve tasted and seen of the sweetest of loves. Where my heart becomes free and my shame is undone,0
I ’ ve been lay off! ! Nice:) ),1
Raging debate on the importance of an Orlando Magic Summer League Championship. Definitely a notch below 6 if decide by coin flip. https: / / t. co / LG0VRwkrKO,1
@ SrutisJay matchless of them smonks weed so it ' s super charles frederick worth it / s,1
Woah. This anime recommendation I am identifying with way too hard tbh. Because it is pretty spot on. It is also so dark I should probably not even mention the name. owo,0
a single human being directed by tom fording simultaneously resurrected me from death only to brutally murder me once more.,1
i ’ meter dying,1
"me: :(
me after eating one blueberry: :)",0
When it's September 1st and you're excited cause you realize Halloween is next month #enthusiast 👻🎃,0
My gf bear been in the Hamptons nannying for a few hours and she has already been to a POLO match. Is she in GOSSIP GIRL?,1
"Maybe if we didn ’ t comment on things that don ’ t concern us, the world would be a happier place? ? But what do I sleep with 🤷 🏻 ‍ ♀ ️",1
if I catch you feeding ducks bread and making their tummies hurt I swear to god,0
"We are an evolved people.. seriously, can we figure out how to make bathroom doors without a two inch crack so I don’t make eye contact with anyone else while pants-less?",0
Worked out 2 days in a course. I am quite literally the epitome of health and fitness,1
see my problem is i want starbucks everyday 😕,0
"Just because its 27 degrees outside doesn't mean I won't pretend its 7 degrees so I can wrap up in blankets, drink autumn coffee, put candles on and think about all things spooky",0
Does anyone have any recommendations for over the counter topical pain relief that actually works?,0
I think I'm restarting my YouTube channel 🙊,0
How bout you dont use a billion filters on your pictures,1
Going out is overrated! On the couch watching serial killer documentaries is how I like to spend my Fridays 👵🏼🕵🏻‍♀️,0
Information technology be the jerseys,1
stephon!  wish bill hader never left.  #SNL,0
going to class! https://t.co/VgCWGl9YTG,0
what it do babyyy🤠 https://t.co/HBvMmOOTZG,0
My new apartment in the city is across the street from an old cemetery. How Phoebe Bridgers of me,0
I’m at a weird point in my life where I’m on etsy looking for cute reusable tote bags,0
im about to just walk into a place and start working then and there and they ' ll have no choice but to hire me on the spot,1
"Hey Siri, how do I stop simping?",1
im ollie im 5 ' 8 and i cogitate my 5 ' 7 boyfriend is short,1
Simone Biles is the strongest person I know and I will straight up fight anybody who tries to say something else. Also I would still die for Grace McCallum she is so precious.,0
They really took friends off Netflix 😭 😩 🤦 🏼 ‍ ♀ ️ what am I suppose to watch now? ?! ?? !!,1
jack antonoff erstwhile ur done with clairo i ’ thousand right here sweetie,1
employer: so what are your strengths me: i ’ m smart i ’ m funny i ’ m nice i ’ m cool i ’ m creative i ’ m hardworking i ’ m made of wood i ’ m honest i ’ m fast i ’ m awesome i ’ m hot i ’ m chronically ill i ’ m little i ’ one thousand in demand i ’ m,1
Working in a restaurant very quickly reminds you how stupid and hateful people are 🙃🙃,0
"me: I’m gonna wash my hair and shave my legs! 
Me instead: I’m gonna dissociate in the shower for 45 minutes",0
"I believe in consequences for everyone. Say something racist or racially ignorant, there should be consequences. Say something homophobic or ignorant to LGBTQ+, consequences. We can’t pick &amp; choose when we believe in accountability",0
so good man  https://t.co/0QwOj3TEph,0
"That’s it, I’m supporting Brentford from now on. (And I want the crying old gent in the crowd as my bestie)",0
People really don’t seem to understand that a vaccine and a cure are two completely separate things like we can’t cure covid but we can sure make sure less people have serious side effects by vaccinating them. Almost like exactly what the flu vaccine does 🤔,0
""" Alexa add small bananas to the shopping list. "" I ' ve added smooth armours to your shopping list. "" Gee thanks Alexa! # alexa",1
Only posting selfie ’ s? ? On YOUR own Instagram account? ? Crazy right,1
